FIPS ,State,County,Pop_2010
34017, New Jersey,Hudson ,634266
34019, New Jersey,Hunterdon ,128349
34021, New Jersey,Mercer ,366513
34023, New Jersey,Middlesex ,809858
34025, New Jersey,Monmouth ,630380
34027, New Jersey,Morris ,492276
34029, New Jersey,Ocean ,576567
34031, New Jersey,Passaic ,501226
34033, New Jersey,Salem ,66083
34035, New Jersey,Somerset ,323444
34037, New Jersey,Sussex ,149265
34039, New Jersey,Union ,536499
34041, New Jersey,Warren ,108692
35001, New Mexico,Bernalillo ,662564
35003, New Mexico,Catron ,3725
35005, New Mexico,Chaves ,65645
35006, New Mexico,Cibola ,27213
35007, New Mexico,Colfax ,13750
35009, New Mexico,Curry ,48376
35011, New Mexico,De Baca ,2022
35013, New Mexico,Doña Ana ,209233
35015, New Mexico,Eddy ,53829
35017, New Mexico,Grant ,29514
35019, New Mexico,Guadalupe ,4687
35021, New Mexico,Harding ,695
35023, New Mexico,Hidalgo ,4894
35025, New Mexico,Lea ,64727
35027, New Mexico,Lincoln ,20497
35028, New Mexico,Los Alamos ,17950
35029, New Mexico,Luna ,25095
35031, New Mexico,McKinley ,71492
35033, New Mexico,Mora ,4881
35035, New Mexico,Otero ,63797
35037, New Mexico,Quay ,9041
35039, New Mexico,Rio Arriba ,40246
35041, New Mexico,Roosevelt ,19846
35043, New Mexico,Sandoval ,131561
35045, New Mexico,San Juan ,130044
35047, New Mexico,San Miguel ,29393
35049, New Mexico,Santa Fe ,144170
35051, New Mexico,Sierra ,11988
35053, New Mexico,Socorro ,17866
35055, New Mexico,Taos ,32937
35057, New Mexico,Torrance ,16383
35059, New Mexico,Union ,4549
35061, New Mexico,Valencia ,76569
36001, New York,Albany ,304204
36003, New York,Allegany ,48946
36005, New York,Bronx ,1385108
36007, New York,Broome ,200600
36009, New York,Cattaraugus ,80317
36011, New York,Cayuga ,80026
36013, New York,Chautauqua ,134905
36015, New York,Chemung ,88830
36017, New York,Chenango ,50477
36019, New York,Clinton ,82128
36021, New York,Columbia ,63096
36023, New York,Cortland ,49336
36025, New York,Delaware ,47980
36027, New York,Dutchess ,297488
36029, New York,Erie ,919040
36031, New York,Essex ,39370
36033, New York,Franklin ,51599
36035, New York,Fulton ,55531
36037, New York,Genesee ,60079
36039, New York,Greene ,49221
36041, New York,Hamilton ,4836
36043, New York,Herkimer ,64519
36045, New York,Jefferson ,116229
36047, New York,Kings ,2504700
36049, New York,Lewis ,27087
36051, New York,Livingston ,65393
36053, New York,Madison ,73442
36055, New York,Monroe ,744344
36057, New York,Montgomery ,50219
36059, New York,Nassau ,1339532
36061, New York,New York ,1585873
36063, New York,Niagara ,216469
36065, New York,Oneida ,234878
36067, New York,Onondaga ,467026
36069, New York,Ontario ,107931
36071, New York,Orange ,372813
36073, New York,Orleans ,42883
36075, New York,Oswego ,122109
36077, New York,Otsego ,62259
36079, New York,Putnam ,99710
36081, New York,Queens ,2230722
36083, New York,Rensselaer ,159429
36085, New York,Richmond ,468730
36087, New York,Rockland ,311687
36089, New York,St. Lawrence ,111944
36091, New York,Saratoga ,219607
36093, New York,Schenectady ,154727
36095, New York,Schoharie ,32749
36097, New York,Schuyler ,18343
36099, New York,Seneca ,35251
36101, New York,Steuben ,98990
36103, New York,Suffolk ,1493350
36105, New York,Sullivan ,77547
36107, New York,Tioga ,51125
36109, New York,Tompkins ,101564
36111, New York,Ulster ,182493
36113, New York,Warren ,65707
36115, New York,Washington ,63216
36117, New York,Wayne ,93772
36119, New York,Westchester ,949113
36121, New York,Wyoming ,42155
36123, New York,Yates ,25348
37001, North Carolina,Alamance ,151131
37003, North Carolina,Alexander ,37198
37005, North Carolina,Alleghany ,11155
37007, North Carolina,Anson ,26948
37009, North Carolina,Ashe ,27281
37011, North Carolina,Avery ,17797
37013, North Carolina,Beaufort ,47759
37015, North Carolina,Bertie ,21282
37017, North Carolina,Bladen ,35190
37019, North Carolina,Brunswick ,107431
37021, North Carolina,Buncombe ,238318
37023, North Carolina,Burke ,90912
37025, North Carolina,Cabarrus ,178011
37027, North Carolina,Caldwell ,83029
37029, North Carolina,Camden ,9980
37031, North Carolina,Carteret ,66469
37033, North Carolina,Caswell ,23719
37035, North Carolina,Catawba ,154358
37037, North Carolina,Chatham ,63505
37039, North Carolina,Cherokee ,27444
37041, North Carolina,Chowan ,14793
37043, North Carolina,Clay ,10587
37045, North Carolina,Cleveland ,98078
37047, North Carolina,Columbus ,58098
37049, North Carolina,Craven ,103505
37051, North Carolina,Cumberland ,319431
37053, North Carolina,Currituck ,23547
37055, North Carolina,Dare ,33920
37057, North Carolina,Davidson ,162878
37059, North Carolina,Davie ,41240
37061, North Carolina,Duplin ,58505
37063, North Carolina,Durham ,267587
37065, North Carolina,Edgecombe ,56552
37067, North Carolina,Forsyth ,350670
37069, North Carolina,Franklin ,60619
37071, North Carolina,Gaston ,206086
37073, North Carolina,Gates ,12197
37075, North Carolina,Graham ,8861
37077, North Carolina,Granville ,59916
37079, North Carolina,Greene ,21362
37081, North Carolina,Guilford ,488406
37083, North Carolina,Halifax ,54691
37085, North Carolina,Harnett ,114678
37087, North Carolina,Haywood ,59036
37089, North Carolina,Henderson ,106740
37091, North Carolina,Hertford ,24669
37093, North Carolina,Hoke ,46952
37095, North Carolina,Hyde ,5810
37097, North Carolina,Iredell ,159437
37099, North Carolina,Jackson ,40271
37101, North Carolina,Johnston ,168878
37103, North Carolina,Jones ,10153
37105, North Carolina,Lee ,57866
37107, North Carolina,Lenoir ,59495
37109, North Carolina,Lincoln ,78265
37111, North Carolina,McDowell ,44996
37113, North Carolina,Macon ,33922
37115, North Carolina,Madison ,20764
37117, North Carolina,Martin ,24505
37119, North Carolina,Mecklenburg ,919628
37121, North Carolina,Mitchell ,15579
37123, North Carolina,Montgomery ,27798
37125, North Carolina,Moore ,88247
37127, North Carolina,Nash ,95840
37129, North Carolina,New Hanover ,202667
37131, North Carolina,Northampton ,22099
37133, North Carolina,Onslow ,177772
37135, North Carolina,Orange ,133801
37137, North Carolina,Pamlico ,13144
37139, North Carolina,Pasquotank ,40661
37141, North Carolina,Pender ,52217
37143, North Carolina,Perquimans ,13453
37145, North Carolina,Person ,39464
37147, North Carolina,Pitt ,168148
37149, North Carolina,Polk ,20510
37151, North Carolina,Randolph ,141752
37153, North Carolina,Richmond ,46639
37155, North Carolina,Robeson ,134168
37157, North Carolina,Rockingham ,93643
37159, North Carolina,Rowan ,138428
37161, North Carolina,Rutherford ,67810
37163, North Carolina,Sampson ,63431
37165, North Carolina,Scotland ,36157
37167, North Carolina,Stanly ,60585
37169, North Carolina,Stokes ,47401
37171, North Carolina,Surry ,73673
37173, North Carolina,Swain ,13981
37175, North Carolina,Transylvania ,33090
37177, North Carolina,Tyrrell ,4407
37179, North Carolina,Union ,201292
37181, North Carolina,Vance ,45422
37183, North Carolina,Wake ,900993
37185, North Carolina,Warren ,20972
37187, North Carolina,Washington ,13228
37189, North Carolina,Watauga ,51079
37191, North Carolina,Wayne ,122623
37193, North Carolina,Wilkes ,69340
37195, North Carolina,Wilson ,81234
37197, North Carolina,Yadkin ,38406
37199, North Carolina,Yancey ,17818
38001, North Dakota,Adams ,2343
38003, North Dakota,Barnes ,11066
38005, North Dakota,Benson ,6660
38007, North Dakota,Billings ,783
38009, North Dakota,Bottineau ,6429
38011, North Dakota,Bowman ,3151
38013, North Dakota,Burke ,1968
38015, North Dakota,Burleigh ,81308
38017, North Dakota,Cass ,149778
38019, North Dakota,Cavalier ,3993
38021, North Dakota,Dickey ,5289
38023, North Dakota,Divide ,2071
38025, North Dakota,Dunn ,3536
38027, North Dakota,Eddy ,2385
38029, North Dakota,Emmons ,3550
38031, North Dakota,Foster ,3343
38033, North Dakota,Golden Valley ,1680
38035, North Dakota,Grand Forks ,66861
38037, North Dakota,Grant ,2394
38039, North Dakota,Griggs ,2420
38041, North Dakota,Hettinger ,2477
38043, North Dakota,Kidder ,2435
38045, North Dakota,LaMoure ,4139
38047, North Dakota,Logan ,1990
38049, North Dakota,McHenry ,5395
38051, North Dakota,McIntosh ,2809
38053, North Dakota,McKenzie ,6360
38055, North Dakota,McLean ,8962
38057, North Dakota,Mercer ,8424
38059, North Dakota,Morton ,27471
38061, North Dakota,Mountrail ,7673
38063, North Dakota,Nelson ,3126
38065, North Dakota,Oliver ,1846
38067, North Dakota,Pembina ,7413
38069, North Dakota,Pierce ,4357
38071, North Dakota,Ramsey ,11451
38073, North Dakota,Ransom ,5457
38075, North Dakota,Renville ,2470
38077, North Dakota,Richland ,16321
38079, North Dakota,Rolette ,13937
38081, North Dakota,Sargent ,3829
38083, North Dakota,Sheridan ,1321
38085, North Dakota,Sioux ,4153
38087, North Dakota,Slope ,727
38089, North Dakota,Stark ,24199
38091, North Dakota,Steele ,1975
38093, North Dakota,Stutsman ,21100
38095, North Dakota,Towner ,2246
38097, North Dakota,Traill ,8121
38099, North Dakota,Walsh ,11119
38101, North Dakota,Ward ,61675
38103, North Dakota,Wells ,4207
38105, North Dakota,Williams ,22398
39001, Ohio,Adams ,28550
39003, Ohio,Allen ,106331
39005, Ohio,Ashland ,53139
39007, Ohio,Ashtabula ,101497
39009, Ohio,Athens ,64757
39011, Ohio,Auglaize ,45949
39013, Ohio,Belmont ,70400
39015, Ohio,Brown ,44846
39017, Ohio,Butler ,368130
39019, Ohio,Carroll ,28836
39021, Ohio,Champaign ,40097
39023, Ohio,Clark ,138333
39025, Ohio,Clermont ,197363
39027, Ohio,Clinton ,42040
39029, Ohio,Columbiana ,107841
39031, Ohio,Coshocton ,36901
39033, Ohio,Crawford ,43784
39035, Ohio,Cuyahoga ,1280122
39037, Ohio,Darke ,52959
39039, Ohio,Defiance ,39037
39041, Ohio,Delaware ,174214
39043, Ohio,Erie ,77079
39045, Ohio,Fairfield ,146156
39047, Ohio,Fayette ,29030
39049, Ohio,Franklin ,1163414
39051, Ohio,Fulton ,42698
39053, Ohio,Gallia ,30934
39055, Ohio,Geauga ,93389
39057, Ohio,Greene ,161573
39059, Ohio,Guernsey ,40087
39061, Ohio,Hamilton ,802374
39063, Ohio,Hancock ,74782
39065, Ohio,Hardin ,32058
39067, Ohio,Harrison ,15864
39069, Ohio,Henry ,28215
39071, Ohio,Highland ,43589
39073, Ohio,Hocking ,29380
39075, Ohio,Holmes ,42366
39077, Ohio,Huron ,59626
39079, Ohio,Jackson ,33225
39081, Ohio,Jefferson ,69709
39083, Ohio,Knox ,60921
39085, Ohio,Lake ,230041
39087, Ohio,Lawrence ,62450
39089, Ohio,Licking ,166492
39091, Ohio,Logan ,45858
39093, Ohio,Lorain ,301356
39095, Ohio,Lucas ,441815
39097, Ohio,Madison ,43435
39099, Ohio,Mahoning ,238823
39101, Ohio,Marion ,66501
39103, Ohio,Medina ,172332
39105, Ohio,Meigs ,23770
39107, Ohio,Mercer ,40814
39109, Ohio,Miami ,102506
39111, Ohio,Monroe ,14642
39113, Ohio,Montgomery ,535153
39115, Ohio,Morgan ,15054
39117, Ohio,Morrow ,34827
39119, Ohio,Muskingum ,86074
39121, Ohio,Noble ,14645
39123, Ohio,Ottawa ,41428
39125, Ohio,Paulding ,19614
39127, Ohio,Perry ,36058
39129, Ohio,Pickaway ,55698
39131, Ohio,Pike ,28709
39133, Ohio,Portage ,161419
39135, Ohio,Preble ,42270
39137, Ohio,Putnam ,34499
39139, Ohio,Richland ,124475
39141, Ohio,Ross ,78064
39143, Ohio,Sandusky ,60944
39145, Ohio,Scioto ,79499
39147, Ohio,Seneca ,56745
39149, Ohio,Shelby ,49423
39151, Ohio,Stark ,375586
39153, Ohio,Summit ,541781
39155, Ohio,Trumbull ,210312
39157, Ohio,Tuscarawas ,92582
39159, Ohio,Union ,52300
39161, Ohio,Van Wert ,28744
39163, Ohio,Vinton ,13435
39165, Ohio,Warren ,212693
39167, Ohio,Washington ,61778
39169, Ohio,Wayne ,114520
39171, Ohio,Williams ,37642
39173, Ohio,Wood ,125488
39175, Ohio,Wyandot ,22615
40001, Oklahoma,Adair ,22683
40003, Oklahoma,Alfalfa ,5642
40005, Oklahoma,Atoka ,14182
40007, Oklahoma,Beaver ,5636
40009, Oklahoma,Beckham ,22119
40011, Oklahoma,Blaine ,11943
40013, Oklahoma,Bryan ,42416
40015, Oklahoma,Caddo ,29600
40017, Oklahoma,Canadian ,115541
40019, Oklahoma,Carter ,47557
40021, Oklahoma,Cherokee ,46987
40023, Oklahoma,Choctaw ,15205
40025, Oklahoma,Cimarron ,2475
40027, Oklahoma,Cleveland ,255755
40029, Oklahoma,Coal ,5925
40031, Oklahoma,Comanche ,124098
40033, Oklahoma,Cotton ,6193
40035, Oklahoma,Craig ,15029
40037, Oklahoma,Creek ,69967
40039, Oklahoma,Custer ,27469
40041, Oklahoma,Delaware ,41487
40043, Oklahoma,Dewey ,4810
40045, Oklahoma,Ellis ,4151
40047, Oklahoma,Garfield ,60580
40049, Oklahoma,Garvin ,27576
40051, Oklahoma,Grady ,52431
40053, Oklahoma,Grant ,4527
40055, Oklahoma,Greer ,6239
40057, Oklahoma,Harmon ,2922
40059, Oklahoma,Harper ,3685
40061, Oklahoma,Haskell ,12769
40063, Oklahoma,Hughes ,14003
40065, Oklahoma,Jackson ,26446
40067, Oklahoma,Jefferson ,6472
40069, Oklahoma,Johnston ,10957
40071, Oklahoma,Kay ,46562
40073, Oklahoma,Kingfisher ,15034
40075, Oklahoma,Kiowa ,9446
40077, Oklahoma,Latimer ,11154
40079, Oklahoma,Le Flore ,50384
40081, Oklahoma,Lincoln ,34273
40083, Oklahoma,Logan ,41848
40085, Oklahoma,Love ,9423
40087, Oklahoma,McClain ,34506
40089, Oklahoma,McCurtain ,33151
40091, Oklahoma,McIntosh ,20252
40093, Oklahoma,Major ,7527
40095, Oklahoma,Marshall ,15840
40097, Oklahoma,Mayes ,41259
40099, Oklahoma,Murray ,13488
40101, Oklahoma,Muskogee ,70990
40103, Oklahoma,Noble ,11561
40105, Oklahoma,Nowata ,10536
40107, Oklahoma,Okfuskee ,12191
40109, Oklahoma,Oklahoma ,718633
40111, Oklahoma,Okmulgee ,40069
40113, Oklahoma,Osage ,47472
40115, Oklahoma,Ottawa ,31848
40117, Oklahoma,Pawnee ,16577
40119, Oklahoma,Payne ,77350
40121, Oklahoma,Pittsburg ,45837
40123, Oklahoma,Pontotoc ,37492
40125, Oklahoma,Pottawatomie ,69442
40127, Oklahoma,Pushmataha ,11572
40129, Oklahoma,Roger Mills ,3647
40131, Oklahoma,Rogers ,86905
40133, Oklahoma,Seminole ,25482
40135, Oklahoma,Sequoyah ,42391
40137, Oklahoma,Stephens ,45048
40139, Oklahoma,Texas ,20640
40141, Oklahoma,Tillman ,7992
40143, Oklahoma,Tulsa ,603403
40145, Oklahoma,Wagoner ,73085
40147, Oklahoma,Washington ,50976
40149, Oklahoma,Washita ,11629
40151, Oklahoma,Woods ,8878
40153, Oklahoma,Woodward ,20081
41001, Oregon,Baker ,16134
41003, Oregon,Benton ,85579
41005, Oregon,Clackamas ,375992
41007, Oregon,Clatsop ,37039
41009, Oregon,Columbia ,49351
41011, Oregon,Coos ,63043
41013, Oregon,Crook ,20978
41015, Oregon,Curry ,22364
41017, Oregon,Deschutes ,157733
41019, Oregon,Douglas ,107667
41021, Oregon,Gilliam ,1871
41023, Oregon,Grant ,7445
41025, Oregon,Harney ,7422
41027, Oregon,Hood River ,22346
41029, Oregon,Jackson ,203206
41031, Oregon,Jefferson ,21720
41033, Oregon,Josephine ,82713
41035, Oregon,Klamath ,66380
41037, Oregon,Lake ,7895
41039, Oregon,Lane ,351715
41041, Oregon,Lincoln ,46034
41043, Oregon,Linn ,116672
41045, Oregon,Malheur ,31313
41047, Oregon,Marion ,315335
41049, Oregon,Morrow ,11173
41051, Oregon,Multnomah ,735334
41053, Oregon,Polk ,75403
41055, Oregon,Sherman ,1765
41057, Oregon,Tillamook ,25250
41059, Oregon,Umatilla ,75889
41061, Oregon,Union ,25748
41063, Oregon,Wallowa ,7008
41065, Oregon,Wasco ,25213
41067, Oregon,Washington ,529710
41069, Oregon,Wheeler ,1441
41071, Oregon,Yamhill ,99193
42001, Pennsylvania,Adams ,101407
42003, Pennsylvania,Allegheny ,1223348
42005, Pennsylvania,Armstrong ,68941
42007, Pennsylvania,Beaver ,170539
42009, Pennsylvania,Bedford ,49762
42011, Pennsylvania,Berks ,411442
42013, Pennsylvania,Blair ,127089
42015, Pennsylvania,Bradford ,62622
42017, Pennsylvania,Bucks ,625249
42019, Pennsylvania,Butler ,183862
42021, Pennsylvania,Cambria ,143679
42023, Pennsylvania,Cameron ,5085
42025, Pennsylvania,Carbon ,65249
42027, Pennsylvania,Centre ,153990
42029, Pennsylvania,Chester ,498886
42031, Pennsylvania,Clarion ,39988
42033, Pennsylvania,Clearfield ,81642
42035, Pennsylvania,Clinton ,39238
42037, Pennsylvania,Columbia ,67295
42039, Pennsylvania,Crawford ,88765
42041, Pennsylvania,Cumberland ,235406
42043, Pennsylvania,Dauphin ,268100
42045, Pennsylvania,Delaware ,558979
42047, Pennsylvania,Elk ,31946
42049, Pennsylvania,Erie ,280566
42051, Pennsylvania,Fayette ,136606
42053, Pennsylvania,Forest ,7716
42055, Pennsylvania,Franklin ,149618
42057, Pennsylvania,Fulton ,14845
42059, Pennsylvania,Greene ,38686
42061, Pennsylvania,Huntingdon ,45913
42063, Pennsylvania,Indiana ,88880
42065, Pennsylvania,Jefferson ,45200
42067, Pennsylvania,Juniata ,24636
42069, Pennsylvania,Lackawanna ,214437
42071, Pennsylvania,Lancaster ,519445
42073, Pennsylvania,Lawrence ,91108
42075, Pennsylvania,Lebanon ,133568
42077, Pennsylvania,Lehigh ,349497
42079, Pennsylvania,Luzerne ,320918
42081, Pennsylvania,Lycoming ,116111
42083, Pennsylvania,McKean ,43450
42085, Pennsylvania,Mercer ,116638
42087, Pennsylvania,Mifflin ,46682
42089, Pennsylvania,Monroe ,169842
42091, Pennsylvania,Montgomery ,799874
42093, Pennsylvania,Montour ,18267
42095, Pennsylvania,Northampton ,297735
42097, Pennsylvania,Northumberland ,94528
42099, Pennsylvania,Perry ,45969
42101, Pennsylvania,Philadelphia ,1526006
42103, Pennsylvania,Pike ,57369
42105, Pennsylvania,Potter ,17457
42107, Pennsylvania,Schuylkill ,148289
42109, Pennsylvania,Snyder ,39702
42111, Pennsylvania,Somerset ,77742
42113, Pennsylvania,Sullivan ,6428
42115, Pennsylvania,Susquehanna ,43356
42117, Pennsylvania,Tioga ,41981
42119, Pennsylvania,Union ,44947
42121, Pennsylvania,Venango ,54984
42123, Pennsylvania,Warren ,41815
42125, Pennsylvania,Washington ,207820
42127, Pennsylvania,Wayne ,52822
42129, Pennsylvania,Westmoreland ,365169
42131, Pennsylvania,Wyoming ,28276
42133, Pennsylvania,York ,434972
44001, Rhode Island,Bristol ,49875
44003, Rhode Island,Kent ,166158
44005, Rhode Island,Newport ,82888
44007, Rhode Island,Providence ,626667
44009, Rhode Island,Washington ,126979
45001, South Carolina,Abbeville ,25417
45003, South Carolina,Aiken ,160099
45005, South Carolina,Allendale ,10419
45007, South Carolina,Anderson ,187126
45009, South Carolina,Bamberg ,15987
45011, South Carolina,Barnwell ,22621
45013, South Carolina,Beaufort ,162233
45015, South Carolina,Berkeley ,177843
45017, South Carolina,Calhoun ,15175
45019, South Carolina,Charleston ,350209
45021, South Carolina,Cherokee ,55342
45023, South Carolina,Chester ,33140
45025, South Carolina,Chesterfield ,46734
45027, South Carolina,Clarendon ,34971
45029, South Carolina,Colleton ,38892
45031, South Carolina,Darlington ,68681
45033, South Carolina,Dillon ,32062
45035, South Carolina,Dorchester ,136555
45037, South Carolina,Edgefield ,26985
45039, South Carolina,Fairfield ,23956
45041, South Carolina,Florence ,136885
45043, South Carolina,Georgetown ,60158
45045, South Carolina,Greenville ,451225
45047, South Carolina,Greenwood ,69661
45049, South Carolina,Hampton ,21090
45051, South Carolina,Horry ,269291
45053, South Carolina,Jasper ,24777
45055, South Carolina,Kershaw ,61697
45057, South Carolina,Lancaster ,76652
45059, South Carolina,Laurens ,66537
45061, South Carolina,Lee ,19220
45063, South Carolina,Lexington ,262391
45065, South Carolina,McCormick ,10233
45067, South Carolina,Marion ,33062
45069, South Carolina,Marlboro ,28933
45071, South Carolina,Newberry ,37508
45073, South Carolina,Oconee ,74273
45075, South Carolina,Orangeburg ,92501
45077, South Carolina,Pickens ,119224
45079, South Carolina,Richland ,384504
45081, South Carolina,Saluda ,19875
45083, South Carolina,Spartanburg ,284307
45085, South Carolina,Sumter ,107456
45087, South Carolina,Union ,28961
45089, South Carolina,Williamsburg ,34423
45091, South Carolina,York ,226073
46003, South Dakota,Aurora ,2710
46005, South Dakota,Beadle ,17398
46007, South Dakota,Bennett ,3431
46009, South Dakota,Bon Homme ,7070
46011, South Dakota,Brookings ,31965
46013, South Dakota,Brown ,36531
46015, South Dakota,Brule ,5255
46017, South Dakota,Buffalo ,1912
46019, South Dakota,Butte ,10110
46021, South Dakota,Campbell ,1466
46023, South Dakota,Charles Mix ,9129
46025, South Dakota,Clark ,3691
46027, South Dakota,Clay ,13864
46029, South Dakota,Codington ,27227
46031, South Dakota,Corson ,4050
46033, South Dakota,Custer ,8216
46035, South Dakota,Davison ,19504
46037, South Dakota,Day ,5710
46039, South Dakota,Deuel ,4364
46041, South Dakota,Dewey ,5301
46043, South Dakota,Douglas ,3002
46045, South Dakota,Edmunds ,4071
46047, South Dakota,Fall River ,7094
46049, South Dakota,Faulk ,2364
46051, South Dakota,Grant ,7356
46053, South Dakota,Gregory ,4271
46055, South Dakota,Haakon ,1937
46057, South Dakota,Hamlin ,5903
46059, South Dakota,Hand ,3431
46061, South Dakota,Hanson ,3331
46063, South Dakota,Harding ,1255
46065, South Dakota,Hughes ,17022
46067, South Dakota,Hutchinson ,7343
46069, South Dakota,Hyde ,1420
46071, South Dakota,Jackson ,3031
46073, South Dakota,Jerauld ,2071
46075, South Dakota,Jones ,1006
46077, South Dakota,Kingsbury ,5148
46079, South Dakota,Lake ,11200
46081, South Dakota,Lawrence ,24097
46083, South Dakota,Lincoln ,44828
46085, South Dakota,Lyman ,3755
46087, South Dakota,McCook ,5618
46089, South Dakota,McPherson ,2459
46091, South Dakota,Marshall ,4656
46093, South Dakota,Meade ,25434
46095, South Dakota,Mellette ,2048
46097, South Dakota,Miner ,2389
46099, South Dakota,Minnehaha ,169468
46101, South Dakota,Moody ,6486
46102, South Dakota,Oglala Lakota ,13586
46103, South Dakota,Pennington ,100948
46105, South Dakota,Perkins ,2982
46107, South Dakota,Potter ,2329
46109, South Dakota,Roberts ,10149
46111, South Dakota,Sanborn ,2355
46115, South Dakota,Spink ,6415
46117, South Dakota,Stanley ,2966
46119, South Dakota,Sully ,1373
46121, South Dakota,Todd ,9612
46123, South Dakota,Tripp ,5644
46125, South Dakota,Turner ,8347
46127, South Dakota,Union ,14399
46129, South Dakota,Walworth ,5438
46135, South Dakota,Yankton ,22438
46137, South Dakota,Ziebach ,2801
47001, Tennessee,Anderson ,75129
47003, Tennessee,Bedford ,45058
47005, Tennessee,Benton ,16489
47007, Tennessee,Bledsoe ,12876
47009, Tennessee,Blount ,123010
47011, Tennessee,Bradley ,98963
47013, Tennessee,Campbell ,40716
47015, Tennessee,Cannon ,13801
47017, Tennessee,Carroll ,28522
47019, Tennessee,Carter ,57424
47021, Tennessee,Cheatham ,39105
47023, Tennessee,Chester ,17131
47025, Tennessee,Claiborne ,32213
47027, Tennessee,Clay ,7861
47029, Tennessee,Cocke ,35662
47031, Tennessee,Coffee ,52796
47033, Tennessee,Crockett ,14586
47035, Tennessee,Cumberland ,56053
47037, Tennessee,Davidson ,626681
47039, Tennessee,Decatur ,11757
47041, Tennessee,DeKalb ,18723
47043, Tennessee,Dickson ,49666
47045, Tennessee,Dyer ,38335
47047, Tennessee,Fayette ,38413
47049, Tennessee,Fentress ,17959
47051, Tennessee,Franklin ,41052
47053, Tennessee,Gibson ,49683
47055, Tennessee,Giles ,29485
47057, Tennessee,Grainger ,22657
47059, Tennessee,Greene ,68831
47061, Tennessee,Grundy ,13703
47063, Tennessee,Hamblen ,62544
47065, Tennessee,Hamilton ,336463
47067, Tennessee,Hancock ,6819
47069, Tennessee,Hardeman ,27253
47071, Tennessee,Hardin ,26026
47073, Tennessee,Hawkins ,56833
47075, Tennessee,Haywood ,18787
47077, Tennessee,Henderson ,27769
47079, Tennessee,Henry ,32330
47081, Tennessee,Hickman ,24690
47083, Tennessee,Houston ,8426
47085, Tennessee,Humphreys ,18538
47087, Tennessee,Jackson ,11638
47089, Tennessee,Jefferson ,51407
47091, Tennessee,Johnson ,18244
47093, Tennessee,Knox ,432226
47095, Tennessee,Lake ,7832
47097, Tennessee,Lauderdale ,27815
47099, Tennessee,Lawrence ,41869
47101, Tennessee,Lewis ,12161
47103, Tennessee,Lincoln ,33361
47105, Tennessee,Loudon ,48556
47107, Tennessee,McMinn ,52266
47109, Tennessee,McNairy ,26075
47111, Tennessee,Macon ,22248
47113, Tennessee,Madison ,98294
47115, Tennessee,Marion ,28237
47117, Tennessee,Marshall ,30617
47119, Tennessee,Maury ,80956
47121, Tennessee,Meigs ,11753
47123, Tennessee,Monroe ,44519
47125, Tennessee,Montgomery ,172331
47127, Tennessee,Moore ,6362
47129, Tennessee,Morgan ,21987
47131, Tennessee,Obion ,31807
47133, Tennessee,Overton ,22083
47135, Tennessee,Perry ,7915
47137, Tennessee,Pickett ,5077
47139, Tennessee,Polk ,16825
47141, Tennessee,Putnam ,72321
47143, Tennessee,Rhea ,31809
47145, Tennessee,Roane ,54181
47147, Tennessee,Robertson ,66283
47149, Tennessee,Rutherford ,262604
47151, Tennessee,Scott ,22228
47153, Tennessee,Sequatchie ,14112
47155, Tennessee,Sevier ,89889
47157, Tennessee,Shelby ,927644
47159, Tennessee,Smith ,19166
47161, Tennessee,Stewart ,13324
47163, Tennessee,Sullivan ,156823
47165, Tennessee,Sumner ,160645
47167, Tennessee,Tipton ,61081
47169, Tennessee,Trousdale ,7870
47171, Tennessee,Unicoi ,18313
47173, Tennessee,Union ,19109
47175, Tennessee,Van Buren ,5548
47177, Tennessee,Warren ,39839
47179, Tennessee,Washington ,122979
47181, Tennessee,Wayne ,17021
47183, Tennessee,Weakley ,35021
47185, Tennessee,White ,25841
47187, Tennessee,Williamson ,183182
47189, Tennessee,Wilson ,113993
48001, Texas,Anderson ,58458
48003, Texas,Andrews ,14786
48005, Texas,Angelina ,86771
48007, Texas,Aransas ,23158
48009, Texas,Archer ,9054
48011, Texas,Armstrong ,1901
48013, Texas,Atascosa ,44911
48015, Texas,Austin ,28417
48017, Texas,Bailey ,7165
48019, Texas,Bandera ,20485
48021, Texas,Bastrop ,74171
48023, Texas,Baylor ,3726
48025, Texas,Bee ,31861
48027, Texas,Bell ,310235
48029, Texas,Bexar ,1714773
48031, Texas,Blanco ,10497
48033, Texas,Borden ,641
48035, Texas,Bosque ,18212
48037, Texas,Bowie ,92565
48039, Texas,Brazoria ,313166
48041, Texas,Brazos ,194851
48043, Texas,Brewster ,9232
48045, Texas,Briscoe ,1637
48047, Texas,Brooks ,7223
48049, Texas,Brown ,38106
48051, Texas,Burleson ,17187
48053, Texas,Burnet ,42750
48055, Texas,Caldwell ,38066
48057, Texas,Calhoun ,21381
48059, Texas,Callahan ,13544
48061, Texas,Cameron ,406220
48063, Texas,Camp ,12401
48065, Texas,Carson ,6182
48067, Texas,Cass ,30464
48069, Texas,Castro ,8062
48071, Texas,Chambers ,35096
48073, Texas,Cherokee ,50845
48075, Texas,Childress ,7041
48077, Texas,Clay ,10752
48079, Texas,Cochran ,3127
48081, Texas,Coke ,3320
48083, Texas,Coleman ,8895
48085, Texas,Collin ,782341
48087, Texas,Collingsworth ,3057
48089, Texas,Colorado ,20874
